name,city,area,class,lat_old,lng_old,lat,lng,tel,address,address2,update_time,memo
于慶功診所,嘉義市,西區,西醫,23.4798146,120.4378911,23.4798146,120.4378911,05-2343000,嘉義市西區後驛里博愛路二段268號1樓,,2015/7/22 下午 11:03:13,
泓韋診所,嘉義市,西區,西醫,23.4676167,120.4337388,23.4676475,120.433594,05-2838811,嘉義市西區車店里上海路233號1樓,,2015/7/22 下午 11:03:13,
泓韋診所,嘉義市,西區,西醫,23.4803964,120.4242401,23.4755821,120.4448849,05-2230505,嘉義市西區西榮里15鄰民族路642號,,2015/7/22 下午 11:03:13,
長椿耳鼻喉科診所,嘉義市,西區,西醫,23.4683542,120.4442159,23.4683751,120.4442564,05-2289981,嘉義市西區致遠里興業西路86號,,2015/7/22 下午 11:03:13,
吳南逸診所,嘉義市,西區,西醫,23.468307,120.4433628,23.4682902,120.4433647,05-2232388,嘉義市西區翠岱里興業西路122-7號1樓,,2015/7/22 下午 11:03:13,
丞品內科診所,嘉義市,西區,西醫,23.4849588,120.4288762,23.4888777,120.4407394,05-2331182,嘉義市西區新厝里興達路102號,,2015/7/22 下午 11:03:13,
安馨嘉義內科診所,嘉義市,西區,西醫,23.4839171,120.4335004,23.4839171,120.4335004,05-2812525,嘉義市西區竹圍里友愛路239號1、2樓,,2015/7/22 下午 11:03:13,
巴黎雅診所,嘉義市,西區,西醫,23.4682321,120.4425656,23.4682522,120.4429646,05-2865555,嘉義市西區自強里興業西路128號1樓,,2015/7/22 下午 11:03:13,
明家眼科診所,嘉義市,西區,西醫,23.4762474,120.4422531,23.4762474,120.4422531,05-2282278,嘉義市西區書院里仁愛路482號2樓,,2015/7/22 下午 11:03:13,
永安診所,嘉義市,西區,西醫,23.4870312,120.4355469,23.4867354,120.436173,05-2320877,嘉義市西區保安里北興街406號,,2015/7/22 下午 11:03:13,
嘉祐耳鼻喉科診所,嘉義市,西區,西醫,23.4681966,120.4425489,23.4681338,120.4416871,05-2350860,嘉義市西區自強里興業西路156號,,2015/7/22 下午 11:03:13,
開心診所,嘉義市,西區,西醫,23.4721839,120.4267627,23.4722238,120.4245245,05-2357182,嘉義市西區磚磘里玉山路182號,,2015/7/22 下午 11:03:13,
民權診所,嘉義市,西區,西醫,23.4821286,120.4490564,23.482068,120.4487063,05-2252099,嘉義市西區國華里民權路385號1樓,,2015/7/22 下午 11:03:13,
家馨診所,嘉義市,西區,西醫,23.4754591,120.4425212,23.4754591,120.4425212,05-2251589,嘉義市西區書院里民族路732號,,2015/7/22 下午 11:03:13,
大田耳鼻喉科診所,嘉義市,西區,西醫,23.4542052,120.4415025,23.4561374,120.4435896,05-2840051,嘉義市西區湖內里民生南路684號,,2015/7/22 下午 11:03:13,
陳政康診所,嘉義市,西區,西醫,23.4684904,120.4452926,23.4684552,120.4450991,05-2714002,嘉義市西區致遠里興業西路36號,,2015/7/22 下午 11:03:13,
大仁診所,嘉義市,西區,西醫,23.4756231,120.4441905,23.4756231,120.4441905,05-2282666,嘉義市西區書院里1鄰民族路666號,,2015/7/22 下午 11:03:13,
保安診所,嘉義市,西區,西醫,23.4718629,120.4398724,23.4718629,120.4398724,05-2862219,嘉義市西區垂楊里新民路852號1樓,,2015/7/22 下午 11:03:13,
陳伯卿眼科診所,嘉義市,西區,西醫,23.482925,120.4407588,23.482925,120.4407588,05 2310716,嘉義市西區後驛里博愛路二段66號,,2015/7/22 下午 11:03:13,
仁愛神經內科診所,嘉義市,西區,西醫,23.475159,120.442214,23.4751585,120.4422141,05 2253700,嘉義市西區永和里仁愛路355號,,2015/7/22 下午 11:03:13,
真善渼診所,嘉義市,西區,西醫,23.475582,120.444885,23.4755821,120.4448849,05 2230505,嘉義市西區西榮里民族路642號,,2015/7/22 下午 11:03:13,
程忠誠診所,嘉義市,西區,西醫,23.474686,120.4447,23.4746855,120.4446995,05 2293068,嘉義市西區新富里新榮路70號,,2015/7/22 下午 11:03:13,
賴大川診所,嘉義市,西區,西醫,23.480174,120.445041,23.4801739,120.4450414,05 2234511,嘉義市西區番社里西榮街241號,,2015/7/22 下午 11:03:13,
聖心診所,嘉義市,東區,西醫,23.4823165,120.4501609,23.4823957,120.4505352,05-2224800,嘉義市東區中央里民權路367號一樓,,2015/7/22 下午 11:03:13,
東門王耳鼻喉科診所,嘉義市,東區,西醫,23.480228,120.4562541,23.480228,120.4562541,05-2276563,嘉義市東區華南里公明路131號1樓,,2015/7/22 下午 11:03:13,
立文小兒科診所,嘉義市,東區,西醫,23.4960216,120.4535317,23.4953754,120.4553192,05-2766286,嘉義市東區頂庄里新生路782號1、2樓,,2015/7/22 下午 11:03:13,
許永福小兒科診所,嘉義市,東區,西醫,23.4749816,120.4599363,23.4749816,120.4599363,05-2783058,嘉義市東區朝陽里垂楊路46號,,2015/7/22 下午 11:03:13,
台大風尚皮膚科診所,嘉義市,東區,西醫,23.4927825,120.457752,23.4930182,120.457569,05-2711711,嘉義市東區太平里新生路612號1樓,,2015/7/22 下午 11:03:13,
和平眼科診所,嘉義市,東區,西醫,23.4825007,120.4560776,23.4823992,120.4561122,05-2255561,嘉義市東區中山里和平路325號,,2015/7/22 下午 11:03:13,
丁效曾整形外科診所,嘉義市,東區,西醫,23.4809274,120.4519959,23.480839,120.4519162,05-2222188,嘉義市東區中央里中山路229號、231號1、2樓,,2015/7/22 下午 11:03:13,
邱晉陽診所,嘉義市,東區,西醫,23.4830986,120.4524004,23.4832512,120.4524932,05-2751973,嘉義市東區北門里吳鳳北路280號,,2015/7/22 下午 11:03:13,
羅大德診所,嘉義市,東區,西醫,23.4925333,120.4577674,23.492494,120.457918,05-2788297,嘉義市東區太平里新生路588號1、2樓,,2015/7/22 下午 11:03:13,
嘉亮眼科診所,嘉義市,東區,西醫,23.4805316,120.4510152,23.480546,120.4487562,05-2276969,嘉義市東區仁和里中山路236號1-3樓,,2015/7/22 下午 11:03:13,
向光眼科診所,嘉義市,東區,西醫,23.4768268,120.4589215,23.47681,120.4589231,05-2788358,嘉義市東區華南里民族路114號1樓,,2015/7/22 下午 11:03:13,
楊澍青診所,嘉義市,東區,西醫,23.4835943,120.4582371,23.48368,120.458071,05-2776001,嘉義市東區太平里民權路110號1樓,,2015/7/22 下午 11:03:13,
新恩診所,嘉義市,東區,西醫,23.4844364,120.4607759,23.487365,120.4602396,05-2777937,嘉義市東區太平里新生路357號1樓；359號1、2樓,,2015/7/22 下午 11:03:13,
滿溢小兒科診所,嘉義市,東區,西醫,23.4745127,120.4583527,23.474682,120.4585422,05-2767757,嘉義市東區朝陽里垂楊路104號1樓,,2015/7/22 下午 11:03:13,
軍輝耳鼻喉科診所,嘉義市,東區,西醫,23.455633,120.459801,23.455633,120.459801,05-2301616,嘉義市東區興仁里軍輝路198號1樓,,2015/7/22 下午 11:03:13,
維欣醫美診所,嘉義市,東區,西醫,23.4842287,120.4583826,23.485467,120.4558563,05-2715789,嘉義市東區太平里民權路108號2樓,,2015/7/22 下午 11:03:13,
賴瑪莉診所,嘉義市,東區,西醫,23.4858752,120.4606009,23.4830737,120.4609772,05-2741234,嘉義市東區中山里新生路313號1樓,,2015/7/22 下午 11:03:13,
黃靖修內科診所,嘉義市,東區,西醫,23.4842545,120.4520916,23.4842545,120.4520916,05-2776108,嘉義市東區北門里吳鳳北路389號1樓,,2015/7/22 下午 11:03:13,
劉怡慧皮膚科診所,嘉義市,東區,西醫,23.4566707,120.458872,23.4566707,120.458872,05-2393388,嘉義市東區興仁里吳鳳南路577號1樓,,2015/7/22 下午 11:03:13,
林育興耳鼻喉科診所,嘉義市,東區,西醫,23.4766182,120.4566234,23.4767561,120.4567414,05-2288568,嘉義市東區華南里民族路200號,,2015/7/22 下午 11:03:13,
福康診所,嘉義市,東區,西醫,23.49466,120.4562733,23.4946705,120.4562882,05-2715688,嘉義市東區頂庄里新生路683號1、2樓,,2015/7/22 下午 11:03:13,
周裕軒身心醫學診所,嘉義市,東區,西醫,23.4805874,120.4528276,23.4807361,120.4539466,05-2229823,嘉義市東區東興里民樂街141號1樓,,2015/7/22 下午 11:03:13,
禾宜婦幼診所,嘉義市,東區,西醫,23.484539,120.4495384,23.4845541,120.4497543,05-2769449,嘉義市東區北門里林森西路95號,,2015/7/22 下午 11:03:13,
廖學儒耳鼻喉科診所,嘉義市,東區,西醫,23.481872,120.4578319,23.4821925,120.4592558,05-2779070,嘉義市東區中山里中山路84號,,2015/7/22 下午 11:03:13,
尚美整形外科診所,嘉義市,東區,西醫,23.4803205,120.4510933,23.4808268,120.4509159,05-228-0096,嘉義市東區中央里興中街145號1樓及2樓,,2015/7/22 下午 11:03:13,
洪文泓診所,嘉義市,東區,西醫,23.4914451,120.4697795,23.4914451,120.4697795,05-2766266,嘉義市東區圳頭里林森東路470巷6號,,2015/7/22 下午 11:03:13,
怡康診所,嘉義市,東區,西醫,23.491986,120.470812,23.491986,120.470812,05-2770236,嘉義市東區圳頭里林森東路496號,,2015/7/22 下午 11:03:13,
蕭正誠診所,嘉義市,東區,西醫,23.4808817,120.4615639,23.480975,120.4609514,05-2788938,嘉義市東區東興里公明路34號之4,,2015/7/22 下午 11:03:13,
祐健診所,嘉義市,東區,西醫,23.4770482,120.4617686,23.4769973,120.4610407,05-2233438,嘉義市東區民族里民族路268巷7號3樓,,2015/7/22 下午 11:03:13,
昆德診所,嘉義市,東區,西醫,23.490125,120.4664426,23.490125,120.4664426,05-2788750,嘉義市東區新店里林森東路287號,,2015/7/22 下午 11:03:13,
戴德森醫療財團法人嘉義基督教醫院,嘉義市,東區,西醫,23.4994174,120.450168,23.4994174,120.450168,05 2765041,嘉義市東區中庄里忠孝路５３９號；東區後湖里保建街100號；東區頂庄里忠孝路642號,,2016/3/4 上午 11:09:30,
天主教中華聖母修女會醫療財團法人天主教聖馬爾定醫院,嘉義市,東區,西醫,23.4775774,120.4688268,23.4773947,120.4680192,05 2756000,嘉義市東區短竹里大雅路二段565號,,2015/7/22 下午 11:03:13,
建興醫院,嘉義市,東區,西醫,23.4853348,120.4760853,23.4815702,120.4541029,05 2270302,嘉義市東區中山里中山路１４８號,,2015/7/22 下午 11:03:13,
陽明醫院,嘉義市,東區,西醫,23.4798828,120.4531772,23.480131,120.4531217,05-2284567,嘉義市東區東興里吳鳳北路252號,,2015/7/22 下午 11:03:13,
臺中榮民總醫院嘉義分院附設門診部,嘉義市,東區,西醫,23.485017,120.4522146,23.4748946,120.4536059,05 2712145,嘉義市東區過溝里吳鳳北路35巷4號,,2015/7/22 下午 11:03:13,
侯耳鼻喉科診所,嘉義市,東區,西醫,23.4797987,120.451173,23.4797864,120.4512734,05 2222893,嘉義市東區中央里公明路３０１號,,2015/7/22 下午 11:03:13,
江昇洸診所,嘉義市,東區,西醫,23.4831685,120.454985,23.4832649,120.4557148,05 2258717,嘉義市東區中山里民權路２７９之１號,,2015/7/22 下午 11:03:13,
德洋診所,嘉義市,東區,西醫,23.4833614,120.4554153,23.4833614,120.4554153,05 2784903,嘉義市東區林森里民權路１９０之１號,,2015/7/22 下午 11:03:13,
潘內兒科診所,嘉義市,東區,西醫,23.4797808,120.4521669,23.4799145,120.4522391,05 2284757,嘉義市東區中央里公明路３５２號,,2015/7/22 下午 11:03:13,
陳顯章骨科診所,嘉義市,東區,西醫,23.4798106,120.4524972,23.4798028,120.4525678,05 2253669,嘉義市東區中央里公明路３４２號,,2015/7/22 下午 11:03:13,
蔡耳鼻喉科診所,嘉義市,東區,西醫,25.002556,121.497014,23.480127,120.4501312,05 2222602,嘉義市東區中央里中山路２７０號,,2015/7/22 下午 11:03:13,
